,tipo,barrio,sup,pricem2,habs
0,PH,Mataderos,55.0,1127.27,2.0
1,apartment,Mataderos,55.0,1309.09,2.0
2,apartment,Belgrano,45.0,3066.67,1.0
3,apartment,Belgrano,65.0,3000.0,2.0
4,apartment,Palermo,50.0,2234.0,1.0
5,apartment,Palermo,42.0,3521.43,1.0
6,PH,Mataderos,140.0,1707.14,4.0
7,apartment,Palermo,104.0,3365.38,3.0
8,apartment,Palermo,118.0,2292.37,4.0
9,apartment,Flores,43.0,1744.19,2.0
10,apartment,Boedo,80.0,1812.5,4.0
11,apartment,Las Cañitas,220.0,2181.82,3.0
13,apartment,Balvanera,141.0,1702.13,5.0
14,house,Boedo,504.0,1091.27,6.0
15,apartment,Caballito,50.0,2200.0,3.0
16,apartment,Caballito,100.0,1705.0,2.0
17,apartment,Caballito,81.0,2721.11,3.0
18,apartment,Caballito,81.0,2750.37,3.0
19,apartment,Caballito,70.0,1542.86,3.0
20,apartment,Nuñez,50.0,3460.0,2.0
21,apartment,Boedo,38.0,1918.42,1.0
22,apartment,Almagro,50.0,2198.0,2.0
23,apartment,Belgrano,55.0,3236.36,2.0
24,PH,Colegiales,126.0,1976.19,6.0
25,house,Floresta,600.0,365.83,3.0
26,apartment,Balvanera,80.0,1612.5,4.0
27,apartment,Caballito,51.0,2509.8,2.0
28,apartment,Balvanera,71.0,1661.97,2.0
29,apartment,Barrio Norte,35.0,2657.14,1.0
30,PH,Barracas,156.0,1025.64,5.0
31,apartment,Recoleta,196.0,1938.78,7.0
34,apartment,Villa Crespo,42.0,1757.14,1.0
35,apartment,Villa Crespo,44.0,1636.36,1.0
36,apartment,Las Cañitas,68.0,3455.88,2.0
37,apartment,Belgrano,57.0,4210.53,2.0
39,apartment,Belgrano,160.0,3437.5,4.0
40,apartment,Villa Crespo,33.0,1878.79,1.0
41,apartment,Belgrano,310.0,3548.39,6.0
42,apartment,Belgrano,69.0,3447.75,2.0
43,apartment,Belgrano,69.0,3447.75,2.0
44,apartment,Flores,65.0,1523.08,3.0
45,apartment,Nuñez,66.0,3469.7,2.0
46,apartment,Nuñez,45.0,3000.0,1.0
47,apartment,Recoleta,191.0,3246.07,5.0
48,apartment,Belgrano,33.0,2806.06,1.0
49,apartment,Caballito,158.0,2816.46,5.0
50,PH,Almagro,85.0,1941.18,4.0
51,apartment,Palermo,39.0,3776.92,1.0
52,apartment,Puerto Madero,109.0,5045.87,4.0
53,apartment,Constitución,90.0,987.78,3.0
54,apartment,Puerto Madero,198.0,6035.35,4.0
55,apartment,Belgrano,128.0,2656.25,4.0
56,PH,Mataderos,28.0,1892.86,1.0
57,apartment,Recoleta,33.0,3636.36,1.0
58,apartment,Palermo,175.0,2514.29,4.0
59,apartment,Colegiales,126.0,1888.89,4.0
60,apartment,Villa Urquiza,127.0,2106.3,4.0
61,apartment,Villa Crespo,120.0,2541.67,4.0
62,apartment,Barrio Norte,37.0,2648.65,3.0
63,apartment,Palermo,47.0,2872.34,2.0
64,apartment,Saavedra,38.0,2500.0,1.0
65,apartment,Saavedra,71.0,2549.3,3.0
66,apartment,Palermo,153.0,5032.68,4.0
67,apartment,Parque Chas,42.0,2521.43,1.0
68,apartment,Barracas,128.0,2304.69,4.0
69,apartment,Paternal,27.0,2283.54,1.0
70,apartment,Paternal,27.0,2312.77,1.0
71,apartment,Paternal,27.0,2342.43,1.0
72,apartment,Paternal,27.0,2372.09,1.0
73,apartment,Paternal,32.0,2326.62,1.0
74,apartment,Paternal,32.0,2356.62,1.0
75,apartment,Paternal,32.0,2386.61,1.0
76,apartment,Paternal,27.0,2296.41,1.0
77,apartment,Paternal,27.0,2326.51,1.0
78,apartment,Paternal,27.0,2356.6,1.0
79,apartment,Paternal,27.0,2386.48,1.0
80,apartment,Paternal,27.0,2416.58,1.0
81,apartment,Paternal,33.0,2261.47,1.0
82,apartment,Paternal,33.0,2291.27,1.0
83,apartment,Paternal,33.0,2320.9,1.0
84,apartment,Paternal,28.0,2356.57,1.0
85,apartment,Paternal,28.0,2386.64,1.0
86,apartment,Paternal,28.0,2416.72,1.0
88,apartment,Caballito,30.0,2350.0,1.0
89,apartment,Caballito,28.0,2303.57,1.0
90,apartment,Puerto Madero,54.0,6481.48,2.0
91,apartment,Agronomía,56.0,2500.0,2.0
92,PH,Villa Pueyrredón,116.0,1706.9,3.0
93,apartment,Caballito,42.0,2166.67,1.0
94,apartment,Coghlan,39.0,2461.54,1.0
95,apartment,Palermo,70.0,2557.14,3.0
96,apartment,Almagro,77.0,2727.27,4.0
97,apartment,Caballito,200.0,1775.0,5.0
98,apartment,Parque Centenario,200.0,1775.0,5.0
99,apartment,Puerto Madero,54.0,6481.48,2.0
100,apartment,Puerto Madero,54.0,6111.11,2.0
101,apartment,San Telmo,41.0,2642.83,1.0
102,apartment,Almagro,56.0,2142.86,3.0
103,apartment,Monserrat,60.0,2000.0,2.0
104,apartment,Recoleta,235.0,2936.17,5.0
106,apartment,Belgrano,150.0,3466.67,3.0
107,apartment,Recoleta,140.0,2700.0,4.0
108,apartment,Flores,32.0,2250.0,1.0
109,apartment,Flores,120.0,1000.0,2.0
110,apartment,Palermo,175.0,2170.86,5.0
111,apartment,Palermo,43.0,2209.3,2.0
112,apartment,Belgrano,44.0,2659.09,2.0
113,apartment,Villa Urquiza,97.0,2371.13,3.0
114,apartment,Villa Devoto,54.0,2629.63,2.0
115,apartment,Barrio Norte,122.0,2049.18,4.0
116,apartment,Boca,83.0,1686.75,3.0
119,PH,Mataderos,326.0,751.53,4.0
120,apartment,Caballito,28.0,2339.29,1.0
121,PH,Mataderos,150.0,1100.0,3.0
122,house,Parque Avellaneda,191.0,837.7,3.0
123,apartment,Boca,33.0,1606.06,1.0
124,apartment,Coghlan,104.0,2057.69,4.0
125,apartment,Palermo,106.0,2924.53,3.0
126,apartment,Recoleta,43.0,3883.72,2.0
127,apartment,San Telmo,55.0,1709.09,3.0
129,apartment,Boca,55.0,1709.09,3.0
130,apartment,Barracas,55.0,1709.09,3.0
131,apartment,Recoleta,28.0,3750.0,1.0
132,apartment,Recoleta,37.0,3513.51,1.0
133,apartment,Recoleta,61.0,3852.46,2.0
134,apartment,Palermo,43.0,3604.65,1.0
135,apartment,Palermo,75.0,3266.67,1.0
136,apartment,Almagro,38.0,2065.53,1.0
137,apartment,Colegiales,31.0,3161.29,2.0
138,PH,Belgrano,52.0,2923.08,2.0
139,PH,Belgrano,52.0,2923.08,3.0
140,PH,Belgrano,52.0,2923.08,3.0
141,PH,Coghlan,52.0,2923.08,2.0
142,PH,Coghlan,52.0,2923.08,3.0
143,apartment,San Cristobal,70.0,1642.86,4.0
144,apartment,Barrio Norte,29.0,3448.28,2.0
145,apartment,Colegiales,53.0,3490.57,2.0
146,apartment,Flores,50.0,2000.0,2.0
147,apartment,Flores,50.0,2100.0,2.0
148,apartment,Barrio Norte,104.0,2788.46,3.0
149,apartment,Flores,51.0,1666.67,3.0
150,PH,Almagro,228.0,1267.54,4.0
151,PH,Almagro,228.0,1267.54,5.0
152,PH,Almagro,228.0,1267.54,6.0
153,PH,Boedo,228.0,1267.54,6.0
154,PH,Boedo,228.0,1267.54,5.0
155,PH,Boedo,228.0,1267.54,4.0
156,PH,Balvanera,228.0,1267.54,6.0
157,PH,Balvanera,228.0,1267.54,5.0
158,PH,Balvanera,228.0,1267.54,4.0
159,apartment,Balvanera,228.0,1267.54,4.0
160,apartment,Balvanera,228.0,1267.54,5.0
161,apartment,Boedo,228.0,1267.54,4.0
162,apartment,Boedo,228.0,1267.54,5.0
163,apartment,Boedo,228.0,1267.54,6.0
164,apartment,Almagro,228.0,1267.54,6.0
165,apartment,Almagro,228.0,1267.54,5.0
166,apartment,Almagro,228.0,1267.54,4.0
167,apartment,Caballito,71.0,2225.35,3.0
168,apartment,Belgrano,304.0,1924.34,4.0
169,apartment,Belgrano,304.0,1924.34,6.0
170,apartment,Palermo,159.0,2924.53,4.0
171,apartment,Palermo,36.0,5138.89,2.0
172,apartment,Coghlan,66.0,2090.91,2.0
173,apartment,Flores,31.0,2032.26,1.0
174,house,Caballito,110.0,2272.73,4.0
175,apartment,Abasto,52.0,1903.85,3.0
176,apartment,Nuñez,147.0,2448.98,4.0
177,apartment,Belgrano,147.0,2448.98,4.0
178,apartment,Belgrano,463.0,3131.75,5.0
179,apartment,Versalles,50.0,2500.0,3.0
180,PH,Villa del Parque,230.0,1217.39,5.0
181,apartment,Monte Castro,51.0,1901.96,2.0
182,apartment,Floresta,40.0,1725.0,2.0
183,apartment,Monte Castro,63.0,2142.86,3.0
184,apartment,Retiro,45.0,3111.11,2.0
185,apartment,Recoleta,40.0,4487.5,2.0
186,PH,Parque Patricios,30.0,2333.33,1.0
187,apartment,Saavedra,41.0,2390.24,2.0
188,apartment,Coghlan,83.0,3253.01,3.0
189,apartment,Saavedra,72.0,1625.0,2.0
190,apartment,San Nicolás,382.0,654.45,17.0
191,apartment,Monserrat,472.0,635.59,22.0
192,apartment,Monserrat,145.0,1862.07,6.0
193,apartment,Monserrat,135.0,2037.04,5.0
194,apartment,Palermo,137.0,2737.23,4.0
195,apartment,Flores,55.0,1907.27,3.0
196,apartment,Flores,158.0,1575.95,6.0
198,apartment,Belgrano,69.0,2463.77,2.0
199,apartment,Flores,68.0,1352.94,1.0
200,apartment,Parque Chas,76.0,2160.79,2.0
201,PH,Las Cañitas,55.0,2872.73,2.0
202,apartment,Chacarita,33.0,2560.61,2.0
203,apartment,Chacarita,33.0,2651.52,2.0
204,apartment,Chacarita,33.0,2696.97,2.0
205,apartment,Congreso,44.0,1977.27,2.0
206,apartment,Chacarita,33.0,3030.3,2.0
207,apartment,Palermo,35.0,3942.86,2.0
208,apartment,Chacarita,34.0,2529.41,2.0
209,apartment,Chacarita,34.0,2573.53,2.0
210,apartment,Chacarita,34.0,2617.65,2.0
211,apartment,Chacarita,34.0,2661.76,2.0
212,apartment,Chacarita,34.0,2941.18,2.0
213,apartment,Balvanera,124.0,1935.48,5.0
214,apartment,Congreso,82.0,1695.12,3.0
215,PH,Floresta,54.0,2166.67,3.0
216,apartment,Flores,46.0,1913.04,1.0
217,apartment,Flores,51.0,2029.41,2.0
218,apartment,Flores,44.0,1954.55,1.0
219,apartment,Flores,55.0,1345.45,2.0
220,house,Colegiales,660.0,2348.48,10.0
221,PH,Villa del Parque,150.0,1860.0,4.0
222,apartment,Flores,51.0,1882.35,2.0
223,apartment,Flores,131.0,1816.79,5.0
226,apartment,Palermo,34.0,3941.18,1.0
227,house,Mataderos,222.0,743.24,4.0
228,apartment,Palermo,199.0,5427.14,5.0
229,apartment,Recoleta,160.0,2812.5,5.0
230,apartment,Barracas,229.0,1288.21,1.0
231,apartment,Barracas,77.0,2147.47,1.0
232,apartment,Barracas,257.0,1225.68,1.0
233,apartment,Barrio Norte,251.0,4980.08,7.0
234,apartment,Barrio Norte,281.0,2483.99,5.0
235,apartment,Barrio Norte,149.0,2885.91,4.0
236,apartment,Recoleta,108.0,2962.96,3.0
237,apartment,Barrio Norte,309.0,2038.83,5.0
238,apartment,Barracas,84.0,1904.76,1.0
239,apartment,Barracas,95.0,1924.82,1.0
240,apartment,Barracas,114.0,1969.3,1.0
241,apartment,Belgrano,90.0,3418.33,3.0
242,apartment,Belgrano,90.0,4277.93,3.0
243,apartment,Belgrano,140.0,4199.25,4.0
244,apartment,Belgrano,110.0,4604.25,3.0
245,apartment,Recoleta,40.0,2375.0,1.0
247,apartment,Barracas,88.0,2488.03,1.0
248,apartment,Recoleta,170.0,3176.47,4.0
249,apartment,Barrio Norte,134.0,3059.7,4.0
250,apartment,Recoleta,151.0,2384.11,6.0
251,apartment,Recoleta,160.0,4125.0,4.0
252,apartment,Villa Urquiza,247.0,2388.66,4.0
253,apartment,Belgrano,130.0,3369.23,4.0
254,apartment,Retiro,206.0,2766.99,4.0
255,apartment,Barrio Norte,76.0,3157.89,3.0
256,apartment,Palermo,529.0,5387.52,7.0
257,apartment,Recoleta,148.0,2837.84,4.0
258,apartment,Barrio Norte,89.0,2797.75,4.0
259,apartment,Retiro,85.0,2941.18,3.0
260,apartment,Recoleta,260.0,5307.69,6.0
261,apartment,Barrio Norte,60.0,3233.33,4.0
262,apartment,Barrio Norte,43.0,3139.53,1.0
263,apartment,Recoleta,227.0,4140.97,7.0
264,apartment,Caballito,40.0,2375.0,1.0
265,apartment,Villa del Parque,49.0,2020.41,1.0
266,apartment,Parque Chas,70.0,1981.43,2.0
267,apartment,Parque Chas,64.0,2087.81,2.0
268,apartment,Balvanera,66.0,1515.15,3.0
269,apartment,Caballito,103.0,2378.64,4.0
270,apartment,Barracas,130.0,2538.46,1.0
271,apartment,Almagro,38.0,1922.05,1.0
272,apartment,Almagro,44.0,1811.64,1.0
273,apartment,Belgrano,360.0,5138.89,5.0
274,apartment,Balvanera,80.0,1850.0,4.0
275,apartment,Villa Devoto,43.0,1976.74,2.0
276,apartment,Liniers,48.0,2041.67,2.0
277,apartment,Almagro,35.0,2320.0,1.0
278,apartment,Balvanera,80.0,1850.0,4.0
280,apartment,San Telmo,48.0,2169.92,1.0
282,apartment,Palermo,35.0,2916.43,1.0
283,apartment,San Telmo,44.0,2525.0,1.0
284,apartment,Palermo,37.0,2601.45,1.0
285,apartment,Monserrat,57.0,1877.19,1.0
286,apartment,Las Cañitas,33.0,4190.91,1.0
287,PH,Monte Castro,118.0,1991.53,3.0
288,house,Villa Pueyrredón,150.0,1666.67,4.0
289,apartment,San Cristobal,50.0,1600.0,2.0
290,apartment,Barrio Norte,42.0,2857.14,2.0
291,apartment,Coghlan,83.0,3301.2,3.0
292,apartment,Centro / Microcentro,54.0,2018.52,2.0
293,apartment,Belgrano,42.0,2822.05,2.0
294,apartment,Belgrano,42.0,2836.76,2.0
295,apartment,Belgrano,42.0,2851.45,2.0
296,apartment,Belgrano,42.0,2866.14,2.0
297,apartment,Belgrano,40.0,3192.75,2.0
298,apartment,Belgrano,40.0,3209.82,2.0
299,apartment,Belgrano,40.0,3226.9,2.0
300,apartment,Belgrano,40.0,3310.92,2.0
301,apartment,Belgrano,40.0,3328.25,2.0
302,apartment,Barrio Norte,82.0,3353.66,4.0
303,apartment,Boedo,35.0,2285.71,1.0
304,apartment,Almagro,41.0,2182.93,1.0
305,apartment,Recoleta,122.0,2163.93,3.0
306,apartment,Recoleta,42.0,4190.48,1.0
307,apartment,Recoleta,66.0,3439.39,1.0
308,apartment,Recoleta,89.0,1831.46,1.0
309,apartment,Recoleta,295.0,4237.29,5.0
310,apartment,Coghlan,62.0,2925.81,2.0
311,apartment,Coghlan,38.0,2600.0,1.0
312,apartment,Balvanera,45.0,2333.33,2.0
313,apartment,Palermo,38.0,2368.42,1.0
314,apartment,Balvanera,53.0,2754.72,3.0
315,apartment,Centro / Microcentro,34.0,2617.65,1.0
316,PH,Colegiales,265.0,1618.87,6.0
317,apartment,Liniers,67.0,1313.43,3.0
318,apartment,Floresta,45.0,1844.44,2.0
319,apartment,Floresta,45.0,1844.44,2.0
320,apartment,Caballito,32.0,2215.62,1.0
321,apartment,Parque Avellaneda,48.0,1458.33,2.0
322,apartment,Recoleta,35.0,3057.14,2.0
323,house,Belgrano,433.0,1466.51,5.0
324,apartment,Belgrano,132.0,1810.61,3.0
326,apartment,Palermo,36.0,3611.11,1.0
327,apartment,Belgrano,200.0,6000.0,5.0
328,apartment,Puerto Madero,191.0,5759.16,3.0
329,apartment,Recoleta,41.0,4341.46,1.0
330,apartment,Recoleta,120.0,4208.33,3.0
331,apartment,Recoleta,92.0,2554.35,3.0
332,apartment,Palermo,92.0,3913.04,4.0
333,apartment,Recoleta,237.0,2911.39,4.0
334,apartment,San Cristobal,72.0,1180.56,1.0
335,apartment,Puerto Madero,38.0,5921.05,1.0
336,PH,Almagro,90.0,2555.56,3.0
337,apartment,Balvanera,175.0,828.57,4.0
338,apartment,Palermo,37.0,2567.57,1.0
340,apartment,Recoleta,193.0,2538.86,6.0
341,apartment,Flores,85.0,1294.12,3.0
342,apartment,Palermo,38.0,2500.0,1.0
343,apartment,Villa Urquiza,36.0,3654.15,1.0
344,apartment,Villa Urquiza,104.0,3279.63,4.0
345,apartment,Villa Urquiza,83.0,2705.41,3.0
346,apartment,Villa Urquiza,83.0,2824.66,3.0
347,apartment,Villa Urquiza,83.0,2992.17,3.0
348,apartment,Barrio Norte,32.0,3109.38,1.0
349,apartment,Recoleta,100.0,3200.0,4.0
350,apartment,Parque Patricios,37.0,1874.32,1.0
351,apartment,Parque Patricios,58.0,1635.18,3.0
352,apartment,Parque Patricios,41.0,2000.0,2.0
353,apartment,Villa Urquiza,78.0,2562.82,3.0
354,apartment,Colegiales,58.0,2344.83,2.0
355,apartment,Boedo,145.0,1551.72,4.0
356,apartment,Monserrat,40.0,3375.0,1.0
357,apartment,Monserrat,37.0,2297.3,1.0
358,apartment,Monserrat,36.0,2361.11,1.0
359,apartment,Monserrat,37.0,2310.81,1.0
360,apartment,Monserrat,36.0,2375.0,1.0
361,apartment,Monserrat,36.0,2375.0,1.0
362,apartment,Monserrat,37.0,2310.81,1.0
363,apartment,Monserrat,28.0,2589.29,1.0
364,apartment,Monserrat,25.0,3440.0,1.0
365,apartment,Monserrat,25.0,3560.0,1.0
366,apartment,Monserrat,37.0,2324.32,1.0
367,apartment,Monserrat,35.0,2442.86,1.0
368,apartment,Monserrat,37.0,2310.81,1.0
369,apartment,Monserrat,35.0,2542.86,1.0
370,apartment,Monserrat,35.0,2457.14,1.0
371,apartment,Monserrat,35.0,2457.14,1.0
372,apartment,Monserrat,35.0,2457.14,1.0
373,apartment,Monserrat,28.0,2625.0,1.0
374,apartment,Monserrat,35.0,2457.14,1.0
375,apartment,Monserrat,36.0,2416.67,1.0
376,apartment,Monserrat,36.0,2416.67,1.0
377,apartment,Monserrat,35.0,2485.71,1.0
378,apartment,Monserrat,35.0,2485.71,1.0
379,apartment,Monserrat,35.0,2485.71,1.0
380,apartment,Monserrat,35.0,2485.71,1.0
381,apartment,Monserrat,35.0,2485.71,1.0
382,apartment,Monserrat,35.0,2485.71,1.0
383,apartment,Monserrat,28.0,2625.0,1.0
384,apartment,Monserrat,36.0,2416.67,1.0
385,apartment,Monserrat,35.0,2485.71,1.0
386,apartment,Monserrat,37.0,2351.35,1.0
387,apartment,Monserrat,35.0,2485.71,1.0
388,apartment,Monserrat,35.0,2485.71,1.0
389,apartment,Monserrat,35.0,2500.0,1.0
390,apartment,Monserrat,35.0,2485.71,1.0
391,apartment,Monserrat,36.0,2416.67,1.0
392,apartment,Monserrat,35.0,2485.71,1.0
393,apartment,Monserrat,35.0,2485.71,1.0
394,apartment,Monserrat,35.0,2485.71,1.0
395,apartment,Monserrat,35.0,2485.71,1.0
396,apartment,Monserrat,28.0,2660.71,1.0
397,apartment,Monserrat,25.0,3000.0,1.0
398,apartment,Monserrat,35.0,2500.0,1.0
399,apartment,Monserrat,35.0,2500.0,1.0
400,apartment,Monserrat,35.0,2500.0,1.0
401,apartment,Monserrat,35.0,2500.0,1.0
402,apartment,Constitución,33.0,1515.15,1.0
403,apartment,Constitución,48.0,1655.57,2.0
404,apartment,San Telmo,48.0,1667.37,2.0
405,apartment,Centro / Microcentro,35.0,2071.43,1.0
406,PH,Liniers,99.0,1282.83,2.0
407,apartment,Villa Crespo,60.0,2408.33,2.0
408,apartment,Caballito,119.0,1886.55,4.0
409,apartment,Almagro,60.0,2408.33,2.0
410,apartment,Balvanera,37.0,2108.11,1.0
411,apartment,Caballito,160.0,1687.5,5.0
412,apartment,Parque Avellaneda,59.0,1525.42,4.0
413,PH,Parque Avellaneda,59.0,1525.42,4.0
414,PH,Flores,59.0,1525.42,4.0
415,apartment,Flores,59.0,1525.42,4.0
416,apartment,Recoleta,38.0,3776.32,1.0
417,apartment,Puerto Madero,90.0,4888.89,3.0
418,apartment,Palermo,300.0,4666.67,4.0
419,apartment,Recoleta,89.0,2640.45,4.0
421,apartment,Caballito,85.0,1976.47,3.0
422,apartment,Almagro,75.0,2306.13,3.0
423,apartment,Tribunales,35.0,2054.29,1.0
424,apartment,Recoleta,106.0,2811.32,4.0
425,apartment,Caballito,37.0,3445.95,1.0
426,apartment,Caballito,37.0,3445.95,1.0
427,apartment,Caballito,36.0,3555.56,1.0
428,apartment,Caballito,36.0,3555.56,1.0
429,apartment,Caballito,25.0,3600.0,1.0
430,apartment,Caballito,36.0,3430.56,1.0
431,apartment,Caballito,36.0,3430.56,1.0
432,apartment,Caballito,36.0,3458.33,1.0
433,apartment,Caballito,36.0,3458.33,1.0
434,apartment,Caballito,25.0,3484.0,1.0
435,apartment,Caballito,43.0,3806.98,2.0
436,apartment,Caballito,115.0,2339.13,5.0
437,apartment,Palermo,49.0,2489.1,1.0
438,apartment,Puerto Madero,137.0,5839.42,3.0
439,apartment,Belgrano,53.0,2258.28,1.0
440,apartment,San Cristobal,115.0,1695.65,4.0
441,PH,Balvanera,324.0,1219.14,9.0
442,apartment,Puerto Madero,82.0,5609.76,2.0
443,apartment,Once,70.0,1428.57,3.0
444,apartment,Palermo,188.0,2553.19,5.0
445,apartment,Palermo,188.0,2553.19,5.0
446,apartment,Colegiales,188.0,2553.19,5.0
447,apartment,Barrio Norte,76.0,1776.32,2.0
448,apartment,Barracas,146.0,924.66,5.0
449,PH,San Telmo,170.0,1294.12,5.0
450,apartment,Barracas,40.0,2500.0,2.0
451,apartment,Barracas,120.0,2416.67,4.0
453,apartment,Barracas,240.0,1666.67,4.0
455,apartment,Barracas,43.0,2906.98,2.0
457,apartment,Barracas,69.0,3478.26,3.0
459,apartment,Saavedra,70.0,1985.71,3.0
460,apartment,Barracas,87.0,1954.02,2.0
461,store,Barracas,73.0,5479.45,4.0
462,apartment,Barracas,93.0,1827.96,3.0
463,apartment,Barracas,112.0,2410.71,4.0
467,PH,Barracas,212.0,872.64,4.0
468,apartment,Barracas,80.0,1500.0,2.0
469,apartment,Barracas,80.0,1500.0,2.0
470,apartment,Barracas,111.0,1396.4,3.0
471,apartment,Barracas,85.0,1529.41,2.0
472,apartment,Barracas,91.0,1428.57,2.0
473,PH,Barracas,169.0,1076.92,4.0
474,apartment,Barracas,160.0,1718.75,4.0
475,apartment,Barracas,93.0,1827.96,3.0
476,apartment,Barracas,93.0,1935.48,3.0
477,apartment,Barracas,142.0,2394.37,4.0
478,PH,Barracas,180.0,1111.11,6.0
479,house,Barracas,420.0,1309.52,6.0
480,house,Barracas,306.0,1666.67,5.0
482,PH,Boedo,250.0,960.0,5.0
485,apartment,Barracas,42.0,2619.05,2.0
486,apartment,Barracas,70.0,1785.71,3.0
487,apartment,Barracas,34.0,2058.82,1.0
488,apartment,Barracas,66.0,1393.94,3.0
489,apartment,Barracas,35.0,2000.0,1.0
490,apartment,Barracas,72.0,2500.0,3.0
491,apartment,Barracas,113.0,2389.38,4.0
492,apartment,Barracas,54.0,1759.26,2.0
493,apartment,Barracas,55.0,1727.27,2.0
494,PH,Barracas,310.0,806.45,4.0
495,PH,Barracas,200.0,600.0,4.0
496,apartment,Constitución,42.0,2071.43,2.0
497,apartment,Barracas,71.0,3661.97,3.0
498,apartment,Barracas,135.0,1333.33,3.0
499,PH,Barracas,122.0,1147.54,4.0
501,apartment,San Nicolás,78.0,1730.77,3.0
502,apartment,Balvanera,78.0,1730.77,3.0
503,apartment,Monserrat,78.0,1730.77,3.0
504,apartment,Villa Pueyrredón,36.0,2330.56,1.0
505,apartment,Villa Urquiza,38.0,2750.0,1.0
506,apartment,Villa Urquiza,165.0,3090.91,4.0
507,apartment,Villa Urquiza,74.0,2986.49,3.0
508,PH,Villa Pueyrredón,201.0,1447.76,4.0
509,apartment,Tribunales,35.0,2085.71,3.0
510,apartment,Once,76.0,1223.68,3.0
511,apartment,Almagro,75.0,2338.72,3.0
512,apartment,Villa Urquiza,115.0,1204.23,2.0
513,apartment,Villa Urquiza,121.0,2746.53,3.0
514,apartment,Caballito,50.0,2240.0,2.0
515,apartment,San Cristobal,64.0,1715.62,2.0
516,PH,Villa Crespo,120.0,2833.33,4.0
517,apartment,Almagro,89.0,2101.12,4.0
518,apartment,Flores,51.0,2274.51,2.0
519,apartment,Flores,50.0,2390.0,2.0
520,apartment,Flores,57.0,2122.81,2.0
521,apartment,Palermo,65.0,2692.31,3.0
522,house,Villa Devoto,170.0,1500.0,8.0
523,apartment,Villa Crespo,53.0,2943.4,3.0
524,apartment,Villa Devoto,43.0,2790.7,3.0
525,PH,Mataderos,90.0,1755.56,3.0
526,apartment,Mataderos,40.0,1675.0,1.0
527,apartment,Las Cañitas,50.0,2718.0,3.0
528,apartment,Parque Chacabuco,72.0,2595.83,3.0
529,apartment,Congreso,22.0,2722.73,1.0
530,apartment,San Telmo,38.0,2315.79,1.0
531,apartment,Barracas,87.0,2028.85,2.0
532,apartment,Flores,94.0,1595.74,3.0
533,house,Villa del Parque,491.0,723.01,4.0
534,apartment,Las Cañitas,75.0,2493.33,3.0
535,apartment,Puerto Madero,124.0,5241.94,4.0
536,apartment,Palermo,55.0,4818.18,2.0
537,apartment,Floresta,34.0,2029.41,1.0
538,apartment,Villa Crespo,45.0,2755.56,3.0
539,apartment,San Telmo,54.0,3148.15,1.0
540,apartment,Belgrano,42.0,3095.24,1.0
541,apartment,Barracas,60.0,2300.33,2.0
542,apartment,Belgrano,33.0,2909.09,1.0
543,apartment,Barrio Norte,118.0,2796.61,5.0
544,apartment,Barrio Norte,28.0,2392.86,2.0
545,apartment,Recoleta,135.0,3925.93,3.0
546,apartment,Belgrano,47.0,3617.02,2.0
547,apartment,Villa Urquiza,64.0,2609.38,2.0
548,apartment,Villa Urquiza,41.0,2654.03,1.0
549,apartment,Barracas,95.0,2168.42,3.0
550,apartment,Barracas,35.0,2400.0,1.0
551,apartment,Belgrano,434.0,2764.98,5.0
552,apartment,Villa Crespo,102.0,1465.69,4.0
553,apartment,Monserrat,36.0,2117.5,1.0
554,apartment,Monserrat,36.0,2016.67,1.0
555,apartment,Monserrat,36.0,1986.67,1.0
556,apartment,Palermo,76.0,4868.42,3.0
557,apartment,Monserrat,36.0,1986.67,1.0
558,apartment,Monserrat,50.0,1980.0,2.0
559,apartment,Monserrat,36.0,2086.0,1.0
560,apartment,Monserrat,50.0,1980.0,2.0
561,apartment,Monserrat,36.0,2016.67,1.0
562,apartment,Caballito,93.0,2462.37,4.0
563,apartment,San Cristobal,58.0,1344.83,3.0
564,apartment,San Telmo,56.0,2142.86,2.0
565,apartment,Belgrano,175.0,2971.43,5.0
566,apartment,Colegiales,53.0,2830.19,2.0
567,apartment,Centro / Microcentro,94.0,1797.87,3.0
568,apartment,Colegiales,33.0,2575.76,2.0
569,apartment,Boca,42.0,1666.67,1.0
571,apartment,Barrio Norte,110.0,1863.64,3.0
572,apartment,Barrio Norte,44.0,3636.36,2.0
573,apartment,Almagro,160.0,1000.0,4.0
574,PH,Almagro,160.0,1000.0,4.0
575,PH,Abasto,160.0,1000.0,4.0
576,apartment,Almagro,160.0,1000.0,4.0
577,apartment,Abasto,160.0,1000.0,4.0
578,PH,Abasto,160.0,1000.0,4.0
579,PH,Almagro,160.0,1000.0,4.0
580,house,Mataderos,300.0,900.0,4.0
581,house,Velez Sarsfield,302.0,1291.39,6.0
583,apartment,Abasto,79.0,1708.86,3.0
585,house,Almagro,187.0,1652.41,4.0
586,PH,Almagro,158.0,1993.67,4.0
587,apartment,Almagro,76.0,2039.47,3.0
588,apartment,Belgrano,90.0,3166.67,3.0
589,apartment,Barrio Norte,29.0,2410.34,1.0
590,apartment,Recoleta,110.0,4363.64,3.0
591,apartment,Liniers,85.0,2270.59,4.0
592,apartment,Palermo,36.0,3055.56,1.0
593,apartment,Palermo,73.0,2986.3,2.0
594,apartment,Barrio Norte,97.0,2268.04,4.0
