,tipo,barrio,sup,pricem2,habs
15905,apartment,Abasto,35.0,2399.26,2.0
15906,apartment,Villa Urquiza,80.0,2812.5,3.0
15907,apartment,Saavedra,57.0,2947.37,1.0
15908,apartment,Balvanera,43.0,2100.0,2.0
15909,apartment,Palermo,77.0,3532.47,3.0
15910,apartment,Nuñez,56.0,2589.29,2.0
15911,apartment,Saavedra,66.0,3000.0,2.0
15912,apartment,Abasto,39.0,2525.49,2.0
15913,apartment,Caballito,87.0,2293.1,3.0
15914,apartment,Saavedra,70.0,2928.57,2.0
15915,apartment,Belgrano,76.0,3026.32,2.0
15916,apartment,Abasto,39.0,2482.05,2.0
15917,apartment,Barrio Norte,42.0,3095.24,1.0
15918,apartment,Nuñez,67.0,2582.61,2.0
15919,apartment,Villa Devoto,76.0,2368.42,3.0
15921,apartment,Abasto,31.0,2498.06,2.0
15922,apartment,Villa Devoto,76.0,2421.05,3.0
15923,apartment,Nuñez,67.0,2428.55,2.0
15924,apartment,Abasto,64.0,2347.38,2.0
15925,apartment,Belgrano,70.0,4071.43,2.0
15927,apartment,Palermo,56.0,5000.0,2.0
15928,apartment,Belgrano,159.0,2767.3,4.0
15929,apartment,Abasto,71.0,2503.27,2.0
15930,apartment,Villa Devoto,76.0,2460.53,3.0
15931,apartment,Nuñez,67.0,2718.54,2.0
15932,apartment,Belgrano,159.0,2893.08,4.0
15933,apartment,Abasto,58.0,2534.36,2.0
15934,apartment,Nuñez,67.0,2772.91,2.0
15935,apartment,Palermo,95.0,5052.63,3.0
15936,apartment,Belgrano,80.0,3150.0,3.0
15937,apartment,Puerto Madero,150.0,4533.33,4.0
15938,apartment,Abasto,54.0,2511.26,2.0
15939,apartment,Nuñez,67.0,2698.39,2.0
15940,apartment,Belgrano,80.0,3537.5,3.0
15941,apartment,Palermo,114.0,5087.72,4.0
15942,apartment,Abasto,65.0,2660.55,2.0
15943,apartment,Palermo,23.0,2739.13,1.0
15944,apartment,Villa Urquiza,150.0,2800.0,5.0
15945,apartment,Nuñez,67.0,2752.36,2.0
15946,apartment,Belgrano,80.0,3275.0,3.0
15947,apartment,Palermo,56.0,5000.0,2.0
15949,apartment,Abasto,53.0,2854.19,2.0
15950,apartment,Saavedra,57.0,3157.89,2.0
15952,apartment,Palermo,71.0,2380.28,2.0
15953,apartment,Villa Urquiza,33.0,2363.64,1.0
15954,apartment,Abasto,58.0,2671.86,2.0
15955,apartment,Saavedra,57.0,3228.07,2.0
15956,apartment,Belgrano,60.0,2983.33,3.0
15957,apartment,Palermo,145.0,5172.41,3.0
15958,apartment,Villa Urquiza,32.0,2437.5,1.0
15959,apartment,Abasto,55.0,2697.6,2.0
15960,house,Palermo,379.0,5277.04,5.0
15961,apartment,Saavedra,103.0,2271.84,4.0
15962,apartment,Nuñez,84.0,1964.29,2.0
15963,apartment,Balvanera,53.0,2452.83,2.0
15964,apartment,Belgrano,125.0,4000.0,4.0
15965,apartment,Balvanera,132.0,1053.03,3.0
15966,apartment,Saavedra,73.0,2945.21,3.0
15967,apartment,Abasto,38.0,2626.11,2.0
15968,apartment,Villa Urquiza,32.0,2437.5,1.0
15969,house,Saavedra,270.0,1666.67,3.0
15970,apartment,Palermo,59.0,4067.8,2.0
15972,apartment,Saavedra,94.0,2819.15,3.0
15973,apartment,Abasto,55.0,2688.0,2.0
15974,apartment,Belgrano,113.0,3176.99,4.0
15975,apartment,Palermo,28.0,2535.71,1.0
15976,apartment,Villa Urquiza,32.0,2437.5,1.0
15977,apartment,Palermo,59.0,4745.76,2.0
15978,apartment,Puerto Madero,132.0,5681.82,4.0
15979,apartment,Saavedra,55.0,2563.64,2.0
15980,apartment,Belgrano,98.0,3448.98,4.0
15981,apartment,Palermo,137.0,2992.7,1.0
15982,apartment,Belgrano,113.0,3309.73,4.0
15983,apartment,Palermo,42.0,3928.57,1.0
15984,apartment,Villa Urquiza,78.0,3051.28,3.0
15985,apartment,Floresta,47.0,2340.43,2.0
15986,apartment,Nuñez,84.0,1975.0,2.0
15987,apartment,Villa Crespo,40.0,2387.5,1.0
15988,apartment,Barrio Norte,19.0,3842.11,1.0
15989,apartment,Palermo,92.0,5597.83,3.0
15990,apartment,Villa Urquiza,72.0,2916.67,2.0
15991,apartment,Recoleta,158.0,2658.23,4.0
15992,apartment,Barrio Norte,115.0,2869.57,4.0
15993,apartment,Saavedra,86.0,2203.49,3.0
15994,apartment,Recoleta,51.0,2843.14,2.0
15995,apartment,Palermo,92.0,5652.17,3.0
15996,apartment,Saavedra,92.0,2222.83,3.0
15997,apartment,Palermo,320.0,2687.5,5.0
15998,apartment,Almagro,38.0,3631.58,1.0
15999,apartment,Villa Devoto,60.0,1850.0,1.0
16000,apartment,Saavedra,50.0,2100.0,2.0
16001,apartment,Barrio Norte,57.0,4122.81,2.0
16002,apartment,Belgrano,68.0,2926.47,2.0
16003,apartment,Barrio Norte,110.0,3000.0,3.0
16004,apartment,Villa Urquiza,60.0,2600.0,2.0
16005,apartment,Saavedra,167.0,1670.66,5.0
16006,apartment,Saavedra,50.0,2518.0,2.0
16008,apartment,Nuñez,38.0,3947.37,1.0
16009,apartment,Barrio Norte,110.0,3354.55,3.0
16010,apartment,Belgrano,50.0,3142.0,2.0
16011,apartment,Villa Urquiza,60.0,2633.33,2.0
16012,apartment,Saavedra,50.0,2140.0,2.0
16013,apartment,Barrio Norte,157.0,2547.77,5.0
16014,apartment,Belgrano,39.0,2875.64,1.0
16015,apartment,Puerto Madero,38.0,5921.05,1.0
16016,apartment,Saavedra,35.0,2137.14,1.0
16017,apartment,Palermo,123.0,4065.04,1.0
16018,apartment,Palermo,82.0,6707.32,3.0
16019,apartment,Saavedra,50.0,2097.9,2.0
16020,apartment,Palermo,535.0,1588.79,5.0
16022,apartment,Saavedra,39.0,2564.1,2.0
16023,apartment,Paternal,37.0,2405.41,1.0
16024,apartment,Saavedra,50.0,2124.86,2.0
16025,apartment,Saavedra,57.0,2507.02,2.0
16026,apartment,Belgrano,81.0,2987.65,4.0
16027,apartment,Saavedra,39.0,2615.38,2.0
16028,apartment,Saavedra,63.0,2173.02,2.0
16029,apartment,Palermo,58.0,2793.1,3.0
16030,apartment,Liniers,93.0,3118.28,3.0
16031,apartment,Saavedra,66.0,2510.61,2.0
16032,apartment,Palermo,135.0,3400.0,4.0
16033,apartment,Belgrano,71.0,1647.89,1.0
16034,apartment,Belgrano,91.0,1758.24,2.0
16035,apartment,Saavedra,72.0,2512.5,2.0
16036,apartment,Liniers,70.0,3428.57,2.0
16037,apartment,Once,36.0,2222.22,1.0
16038,apartment,Saavedra,274.0,1824.45,4.0
16039,apartment,Once,36.0,2361.11,1.0
16040,apartment,Villa Crespo,44.0,2159.09,1.0
16041,apartment,Villa Urquiza,60.0,2533.33,2.0
16042,apartment,Palermo,146.0,3561.64,4.0
16043,apartment,Palermo,73.0,4095.89,2.0
16044,apartment,Saavedra,70.0,2500.0,2.0
16046,apartment,Palermo,74.0,4716.22,2.0
16047,apartment,Recoleta,172.0,2790.7,5.0
16048,apartment,Belgrano,47.0,3234.04,2.0
16049,apartment,Saavedra,49.0,2014.29,2.0
16050,apartment,Palermo,47.0,2978.72,2.0
16051,apartment,Belgrano,70.0,3517.14,2.0
16053,apartment,Villa Urquiza,33.0,2515.15,1.0
16054,apartment,Villa Crespo,37.0,2189.19,1.0
16055,apartment,Palermo,60.0,4333.33,2.0
16057,apartment,Villa Devoto,76.0,2302.63,3.0
16058,apartment,Nuñez,33.0,2515.15,1.0
16059,apartment,Palermo,196.0,4209.18,5.0
16060,apartment,Villa Crespo,37.0,2405.41,1.0
16061,apartment,Palermo,75.0,3304.0,3.0
16062,apartment,Palermo,92.0,4516.63,3.0
16063,apartment,Recoleta,75.0,4200.0,3.0
16064,apartment,Belgrano,48.0,3187.5,2.0
16065,apartment,Nuñez,48.0,3027.08,2.0
16066,apartment,Belgrano,39.0,3186.97,1.0
16067,apartment,Palermo,90.0,4537.5,3.0
16068,apartment,Belgrano,81.0,3440.12,3.0
16069,apartment,Belgrano,130.0,2292.31,4.0
16070,apartment,Belgrano,118.0,3093.22,5.0
16071,apartment,Nuñez,47.0,2680.85,2.0
16072,apartment,Belgrano,53.0,2892.51,2.0
16073,apartment,San Telmo,176.0,1761.36,4.0
16074,apartment,Palermo,149.0,4006.71,3.0
16075,apartment,Nuñez,72.0,2666.67,3.0
16076,apartment,Belgrano,84.0,3143.19,3.0
16077,apartment,Belgrano,111.0,2612.61,4.0
16078,apartment,Palermo,53.0,3014.15,2.0
16079,apartment,Palermo,37.0,3918.92,1.0
16080,apartment,Nuñez,47.0,2676.6,2.0
16081,apartment,Puerto Madero,188.0,6648.94,3.0
16082,apartment,Belgrano,68.0,3088.24,2.0
16083,apartment,Palermo,51.0,3073.53,2.0
16084,apartment,Belgrano,127.0,3145.8,4.0
16085,apartment,Nuñez,65.0,2230.77,2.0
16086,apartment,Palermo,37.0,3972.97,1.0
16087,apartment,Palermo,78.0,3012.82,3.0
16088,apartment,Villa Crespo,44.0,2159.09,1.0
16089,apartment,Palermo,37.0,4027.03,1.0
16090,apartment,Barrio Norte,58.0,2758.62,3.0
16091,apartment,Villa Devoto,40.0,2625.0,1.0
16092,apartment,Nuñez,74.0,3424.05,3.0
16093,apartment,Palermo,37.0,3000.0,1.0
16094,store,Palermo,329.0,3039.51,2.0
16095,apartment,Barrio Norte,64.0,3062.5,3.0
16096,apartment,Palermo,37.0,3918.92,1.0
16097,apartment,Villa Devoto,52.0,1769.23,1.0
16098,apartment,Palermo,54.0,3611.11,2.0
16099,apartment,Palermo,76.0,3223.68,3.0
16100,apartment,Nuñez,167.0,1878.38,2.0
16101,apartment,Palermo,53.0,3113.21,1.0
16103,apartment,Palermo,37.0,2450.0,1.0
16104,apartment,Palermo,37.0,3972.97,1.0
16105,apartment,Villa Devoto,62.0,1620.97,2.0
16106,apartment,Palermo,53.0,3679.25,1.0
16107,apartment,Palermo,54.0,3611.11,2.0
16108,apartment,Palermo,39.0,2400.0,1.0
16109,apartment,Villa Devoto,52.0,1673.08,2.0
16110,apartment,Caballito,58.0,2413.79,2.0
16111,apartment,Villa Urquiza,78.0,3012.82,3.0
16112,apartment,Recoleta,98.0,2857.14,4.0
16113,apartment,Palermo,37.0,2429.73,1.0
16114,apartment,Caballito,35.0,2400.0,1.0
16115,apartment,Villa Urquiza,52.0,2903.85,2.0
16116,apartment,Villa Devoto,52.0,1798.08,2.0
16119,apartment,Palermo,108.0,2638.89,3.0
16120,apartment,Caballito,35.0,2400.0,1.0
16121,apartment,Villa Devoto,57.0,1807.02,2.0
16122,apartment,Caballito,51.0,1739.22,1.0
16123,apartment,Saavedra,94.0,2861.7,3.0
16124,apartment,Recoleta,30.0,4000.0,2.0
16125,apartment,Caballito,36.0,2330.56,2.0
16126,apartment,Saavedra,55.0,3200.0,2.0
16127,apartment,Villa Devoto,57.0,1824.56,2.0
16128,apartment,Barrio Norte,34.0,3176.47,2.0
16129,apartment,Belgrano,33.0,3333.33,1.0
16130,apartment,Saavedra,55.0,2927.27,2.0
16131,apartment,Once,25.0,3280.0,1.0
16132,apartment,Villa Devoto,52.0,1836.54,2.0
16133,apartment,Belgrano,35.0,3342.86,1.0
16134,apartment,Caballito,105.0,2314.29,3.0
16135,apartment,Belgrano,80.0,3000.0,3.0
16136,apartment,Villa Devoto,57.0,1842.11,2.0
16137,apartment,Colegiales,48.0,2708.33,1.0
16138,apartment,Belgrano,33.0,3393.94,1.0
16139,apartment,Caballito,101.0,2257.43,3.0
16140,apartment,Palermo,62.0,4677.42,3.0
16141,apartment,Villa Crespo,41.0,2414.63,1.0
16142,apartment,Belgrano,47.0,3021.28,1.0
16143,apartment,Belgrano,48.0,3229.17,1.0
16144,apartment,Palermo,43.0,5000.0,2.0
16145,apartment,Caballito,88.0,2329.55,3.0
16146,apartment,Belgrano,33.0,3393.94,1.0
16147,apartment,Flores,71.0,2633.8,3.0
16148,apartment,Palermo,43.0,4302.33,2.0
16149,apartment,Almagro,40.0,2225.0,1.0
16150,apartment,Caballito,57.0,1964.91,1.0
16151,apartment,Belgrano,48.0,3270.83,2.0
16152,apartment,Caballito,40.0,2550.0,1.0
16153,apartment,Barrio Norte,43.0,3604.65,1.0
16154,apartment,Belgrano,47.0,3255.32,2.0
16155,apartment,Caballito,85.0,2470.59,2.0
16156,apartment,Belgrano,47.0,3212.77,2.0
16157,apartment,Caballito,119.0,1878.15,3.0
16158,apartment,Belgrano,80.0,3150.0,3.0
16159,apartment,Caballito,65.0,2153.85,2.0
16160,apartment,Flores,35.0,2371.43,1.0
16161,apartment,Caballito,108.0,2638.89,3.0
16163,apartment,Belgrano,135.0,2681.48,3.0
16164,apartment,Caballito,56.0,2803.57,1.0
16165,apartment,Belgrano,80.0,3275.0,3.0
16166,apartment,Palermo,130.0,3153.85,4.0
16167,apartment,Belgrano,70.0,3142.86,3.0
16168,apartment,Recoleta,110.0,2681.82,4.0
16169,apartment,Caballito,49.0,2693.88,1.0
16170,apartment,Villa Crespo,54.0,2592.59,2.0
16171,apartment,Villa Devoto,55.0,2527.27,2.0
16172,apartment,Belgrano,113.0,3230.09,4.0
16173,apartment,Palermo,115.0,4339.13,4.0
16174,apartment,Caballito,66.0,2500.0,2.0
16175,apartment,Palermo,62.0,2870.97,2.0
16176,apartment,Villa Devoto,66.0,2515.15,2.0
16177,apartment,Palermo,64.0,3875.0,1.0
16178,apartment,Villa Urquiza,88.0,2272.73,2.0
16179,apartment,Palermo,107.0,2467.29,2.0
16180,apartment,Recoleta,22.0,3045.45,1.0
16181,apartment,Saavedra,70.0,2728.57,2.0
16182,apartment,Barrio Norte,40.0,3750.0,2.0
16183,apartment,Belgrano,88.0,4158.22,3.0
16184,apartment,Belgrano,60.0,2333.33,2.0
16185,apartment,Palermo,109.0,2467.89,2.0
16186,apartment,Saavedra,37.0,2972.97,1.0
16187,apartment,Belgrano,40.0,3500.0,1.0
16188,apartment,Flores,150.0,2666.67,4.0
16189,apartment,Belgrano,49.0,3156.02,1.0
16190,apartment,Palermo,113.0,2424.78,2.0
16192,apartment,Belgrano,38.0,3202.98,1.0
16193,apartment,Belgrano,115.0,2078.26,4.0
16194,apartment,Belgrano,62.0,3306.45,2.0
16195,apartment,Palermo,131.0,2435.11,2.0
16196,apartment,Belgrano,50.0,3700.0,2.0
16197,apartment,Belgrano,60.0,4731.61,2.0
16198,apartment,Palermo,72.0,2708.33,3.0
16199,apartment,Palermo,86.0,2186.05,1.0
16200,apartment,Villa Devoto,56.0,1785.71,1.0
16201,apartment,Belgrano,48.0,4487.4,2.0
16202,apartment,Belgrano,36.0,3000.0,1.0
16203,apartment,Congreso,40.0,2250.0,2.0
16204,apartment,Almagro,43.0,2081.4,1.0
16205,apartment,Barrio Norte,70.0,5285.71,2.0
16206,apartment,Belgrano,36.0,3055.56,1.0
16207,apartment,Saavedra,73.0,2890.41,3.0
16208,apartment,Belgrano,63.0,2531.75,2.0
16209,apartment,Palermo,37.0,4054.05,1.0
16210,apartment,Almagro,43.0,2081.4,1.0
16211,apartment,Palermo,47.0,3684.96,1.0
16212,apartment,Villa Crespo,60.0,2833.33,2.0
16213,apartment,Belgrano,70.0,2855.71,3.0
16214,apartment,Belgrano,55.0,2718.18,2.0
16215,apartment,Belgrano,48.0,3166.67,2.0
16216,apartment,Palermo,47.0,3684.96,1.0
16217,apartment,Almagro,43.0,2081.4,1.0
16218,apartment,Belgrano,70.0,2855.71,3.0
16219,apartment,Belgrano,55.0,2818.18,2.0
16220,apartment,Saavedra,39.0,2820.51,2.0
16221,apartment,Villa Crespo,60.0,2500.0,2.0
16222,apartment,Almagro,43.0,2081.4,1.0
16223,apartment,Recoleta,45.0,2555.56,1.0
16224,apartment,Recoleta,100.0,3500.0,3.0
16225,apartment,Belgrano,201.0,4776.12,6.0
16226,apartment,Villa Crespo,34.0,2490.84,1.0
16227,apartment,Nuñez,42.0,2380.95,2.0
16228,apartment,Belgrano,55.0,2872.73,2.0
16229,apartment,Almagro,43.0,2081.4,1.0
16230,apartment,Recoleta,58.0,2241.38,1.0
16231,apartment,Retiro,160.0,3250.0,4.0
16233,apartment,Belgrano,44.0,5113.64,2.0
16234,apartment,Villa Crespo,37.0,2405.41,1.0
16235,apartment,Belgrano,55.0,2909.09,2.0
16236,apartment,Belgrano,63.0,2555.56,2.0
16237,apartment,Nuñez,72.0,3125.0,3.0
16238,apartment,Belgrano,50.0,4500.0,2.0
16239,apartment,Villa Crespo,45.0,2579.92,1.0
16240,apartment,Belgrano,55.0,2981.82,2.0
16241,apartment,Belgrano,57.0,2566.67,2.0
16242,apartment,Belgrano,70.0,2571.43,1.0
16243,apartment,Belgrano,55.0,2909.09,2.0
16244,apartment,Puerto Madero,120.0,6041.67,4.0
16245,apartment,Belgrano,64.0,2500.0,2.0
16246,apartment,Recoleta,136.0,2426.47,4.0
16247,apartment,Belgrano,54.0,3184.44,2.0
16248,apartment,Belgrano,22.0,3590.91,1.0
16249,PH,Floresta,102.0,1223.53,4.0
16250,apartment,Puerto Madero,191.0,6130.89,6.0
16251,apartment,Palermo,150.0,5200.0,4.0
16252,apartment,Belgrano,32.0,2812.5,1.0
16253,apartment,Belgrano,35.0,2742.86,2.0
16254,apartment,Villa Urquiza,52.0,2942.31,2.0
16255,apartment,Belgrano,43.0,2902.33,2.0
16256,apartment,Belgrano,34.0,2794.12,2.0
16257,apartment,Belgrano,78.0,4615.38,3.0
16258,apartment,Belgrano,56.0,3276.07,2.0
16259,apartment,Belgrano,34.0,2850.0,2.0
16260,apartment,Belgrano,32.0,2875.0,1.0
16261,apartment,Villa Luro,88.0,1869.32,4.0
16262,apartment,Belgrano,34.0,2911.76,2.0
16263,apartment,Nuñez,43.0,2953.49,2.0
16264,apartment,Nuñez,80.0,4375.0,3.0
16265,apartment,Belgrano,22.0,3636.36,1.0
16266,apartment,Recoleta,80.0,2750.0,3.0
16267,apartment,Belgrano,34.0,2938.24,2.0
16269,apartment,Belgrano,80.0,4375.0,3.0
16270,apartment,Belgrano,70.0,2600.0,1.0
16271,apartment,Belgrano,35.0,3028.57,2.0
16272,apartment,Belgrano,50.0,3142.0,1.0
16273,apartment,Almagro,43.0,2081.4,1.0
16274,apartment,Caballito,54.0,3333.33,2.0
16275,apartment,Belgrano,30.0,2733.33,2.0
16276,apartment,Belgrano,70.0,2628.57,1.0
16277,apartment,Almagro,43.0,2081.4,1.0
16278,apartment,Recoleta,42.0,2354.76,1.0
16279,house,Mataderos,300.0,827.67,5.0
16280,apartment,Belgrano,28.0,2785.71,2.0
16281,apartment,Belgrano,70.0,2657.14,1.0
16282,apartment,Belgrano,39.0,3461.54,2.0
16283,apartment,Recoleta,53.0,3584.91,2.0
16284,apartment,Recoleta,52.0,2329.81,1.0
16285,apartment,Belgrano,28.0,2853.57,2.0
16286,apartment,Belgrano,82.0,5487.8,3.0
16287,apartment,Almagro,43.0,2081.4,1.0
16288,apartment,Saavedra,107.0,1635.51,4.0
16289,apartment,Recoleta,44.0,2300.0,1.0
16290,apartment,Belgrano,28.0,2910.71,2.0
16291,apartment,Belgrano,70.0,2700.0,1.0
16292,apartment,Almagro,43.0,2081.4,1.0
16293,apartment,Recoleta,43.0,2303.49,1.0
16294,apartment,Belgrano,28.0,2964.29,2.0
16295,apartment,Almagro,43.0,2081.4,1.0
16296,apartment,Villa Urquiza,42.0,2378.57,1.0
16297,apartment,Belgrano,28.0,3035.71,2.0
16298,apartment,Belgrano,70.0,2714.29,1.0
16299,apartment,Almagro,43.0,2081.4,1.0
16300,apartment,Colegiales,42.0,2500.0,1.0
16301,apartment,Belgrano,38.0,2605.26,1.0
16302,apartment,Retiro,47.0,2531.91,2.0
16303,apartment,Almagro,43.0,2081.4,1.0
16304,apartment,Liniers,58.0,1586.21,2.0
16305,apartment,Belgrano,22.0,3681.82,1.0
16306,apartment,Recoleta,84.0,3690.48,3.0
16307,apartment,Puerto Madero,86.0,6104.65,2.0
16308,apartment,Caballito,39.0,2258.97,2.0
16309,apartment,Belgrano,22.0,3727.27,1.0
16310,apartment,Almagro,43.0,2081.4,1.0
16311,apartment,Colegiales,53.0,3584.91,2.0
16312,apartment,Belgrano,22.0,3818.18,1.0
16313,apartment,Barrio Norte,134.0,3134.33,4.0
16314,apartment,Almagro,43.0,2081.4,1.0
16315,apartment,Villa Urquiza,37.0,2432.43,1.0
16316,apartment,Almagro,50.0,1750.0,2.0
16317,apartment,Belgrano,22.0,3909.09,1.0
16318,apartment,Palermo,67.0,4552.24,3.0
16319,apartment,Belgrano,50.0,3780.0,2.0
16320,apartment,Belgrano,32.0,2937.5,1.0
16321,apartment,Barrio Norte,83.0,3975.9,2.0
16322,apartment,Palermo,114.0,5087.72,4.0
16323,apartment,Belgrano,32.0,3000.0,1.0
16324,apartment,Belgrano,53.0,3448.54,2.0
16325,apartment,Palermo,114.0,5087.72,4.0
16326,apartment,Belgrano,32.0,3125.0,1.0
16327,house,Villa Luro,233.0,1673.82,5.0
16328,apartment,Almagro,50.0,1930.0,2.0
16329,apartment,Belgrano,71.0,3325.41,3.0
16330,apartment,Flores,160.0,3125.0,4.0
16331,apartment,Villa Luro,71.0,1619.72,4.0
16332,apartment,Belgrano,38.0,2421.05,2.0
16333,apartment,Belgrano,32.0,3187.5,1.0
16334,apartment,Belgrano,84.0,3566.34,3.0
16335,apartment,Balvanera,161.0,1428.57,5.0
16336,apartment,Belgrano,127.0,3614.16,4.0
16337,apartment,Palermo,211.0,2317.54,5.0
16338,apartment,Nuñez,44.0,3159.09,1.0
16339,apartment,Palermo,47.0,3170.21,2.0
16340,apartment,Belgrano,88.0,4411.46,3.0
16341,PH,Villa Luro,102.0,1156.86,3.0
16343,apartment,Palermo,33.0,3984.85,1.0
16345,apartment,Nuñez,82.0,2792.68,3.0
16346,apartment,Balvanera,53.0,2433.96,2.0
16347,apartment,Barrio Norte,120.0,1791.67,4.0
16348,apartment,Mataderos,40.0,1950.0,2.0
16349,apartment,Belgrano,165.0,3212.12,4.0
16350,apartment,Nuñez,82.0,2810.98,3.0
16352,apartment,Recoleta,108.0,6018.52,4.0
16353,apartment,Constitución,74.0,1554.05,3.0
16354,apartment,Balvanera,34.0,2058.82,1.0
16355,apartment,Belgrano,165.0,3030.3,4.0
16356,apartment,Nuñez,82.0,2829.27,3.0
16357,apartment,Caballito,35.0,2750.97,1.0
16358,apartment,Caballito,75.0,4120.0,3.0
16359,apartment,Caballito,33.0,2212.12,1.0
16360,apartment,Nuñez,82.0,2847.56,3.0
16361,apartment,Caballito,127.0,3858.27,4.0
16362,apartment,Caballito,71.0,2702.76,1.0
16363,apartment,Nuñez,81.0,2382.72,3.0
16364,apartment,Barrio Norte,116.0,2715.52,4.0
16365,apartment,Caballito,35.0,2715.51,1.0
16366,apartment,Caballito,33.0,2227.27,1.0
16367,apartment,Nuñez,53.0,2886.79,2.0
16368,apartment,Colegiales,62.0,3870.97,2.0
16369,apartment,Saavedra,124.0,2169.35,3.0
16370,apartment,Caballito,37.0,2675.0,1.0
16371,apartment,Caballito,36.0,2211.11,1.0
16372,apartment,Caballito,33.0,2196.97,1.0
16373,apartment,Nuñez,37.0,3297.3,1.0
16374,apartment,Palermo,24.0,2833.33,1.0
16375,apartment,Recoleta,110.0,2818.18,3.0
16376,apartment,Caballito,47.0,2663.49,1.0
16377,apartment,Nuñez,37.0,3337.84,1.0
16378,apartment,Almagro,50.0,1830.0,2.0
16379,apartment,Caballito,105.0,2196.19,3.0
16380,apartment,Caballito,36.0,2280.56,1.0
16381,apartment,Barrio Norte,82.0,2195.12,3.0
16382,apartment,Caballito,36.0,2712.89,1.0
16383,apartment,Nuñez,37.0,3378.38,1.0
16384,apartment,Caballito,103.0,2038.83,3.0
16385,apartment,Barrio Norte,122.0,2147.54,4.0
16386,apartment,Nuñez,43.0,2825.58,2.0
16387,apartment,Caballito,36.0,2316.67,1.0
16388,apartment,Caballito,35.0,4809.77,1.0
16389,apartment,Belgrano,104.0,3436.21,4.0
16390,apartment,Caballito,113.0,2389.38,3.0
16391,apartment,Nuñez,43.0,2860.47,2.0
16392,apartment,Caballito,36.0,2280.56,1.0
16393,house,Mataderos,290.0,827.59,5.0
16394,apartment,Nuñez,43.0,3395.35,2.0
16395,apartment,Belgrano,110.0,4737.11,4.0
16396,apartment,Caballito,87.0,2736.78,2.0
16397,apartment,Caballito,37.0,2343.24,1.0
16398,apartment,Caballito,47.0,2488.77,1.0
16399,apartment,Nuñez,43.0,3418.6,2.0
16400,apartment,Caballito,88.0,2784.09,3.0
16401,apartment,Palermo,50.0,2650.0,2.0
16402,apartment,Villa Urquiza,55.0,1814.55,2.0
16403,apartment,Caballito,36.0,2266.67,1.0
16404,apartment,Palermo,211.0,2317.54,7.0
16406,apartment,Palermo,50.0,2650.0,2.0
16407,apartment,Recoleta,121.0,2801.65,4.0
16408,apartment,Caballito,63.0,2139.68,2.0
16409,apartment,Palermo,60.0,2565.0,2.0
16411,apartment,Palermo,33.0,3515.15,1.0
16412,apartment,Nuñez,43.0,2953.49,2.0
16413,apartment,Caballito,75.0,3933.33,3.0
16414,apartment,Palermo,38.0,3473.68,2.0
16415,apartment,Caballito,74.0,2181.08,3.0
16416,apartment,Villa Luro,140.0,2714.29,3.0
16417,apartment,Palermo,60.0,2565.0,2.0
16418,apartment,Belgrano,133.0,3496.24,4.0
16419,apartment,Nuñez,48.0,2895.83,2.0
16420,apartment,Nuñez,44.0,3159.09,1.0
16421,apartment,Palermo,58.0,2586.21,2.0
16422,apartment,Palermo,56.0,2465.36,2.0
16423,apartment,Villa Luro,68.0,2100.0,3.0
16424,apartment,Saavedra,73.0,1486.3,2.0
16425,apartment,Palermo,210.0,3309.52,6.0
16426,apartment,Palermo,141.0,5531.91,4.0
16427,apartment,Palermo,51.0,2666.67,2.0
16428,apartment,Palermo,56.0,2465.36,2.0
16429,apartment,Villa Urquiza,100.0,1580.0,2.0
16430,apartment,Villa Luro,55.0,2100.0,2.0
16431,apartment,Palermo,53.0,2528.3,2.0
16433,apartment,Nuñez,120.0,1316.67,2.0
16436,apartment,Palermo,51.0,2509.8,2.0
16437,apartment,Villa Luro,38.0,2100.0,2.0
16438,apartment,Nuñez,43.0,3011.63,2.0
16439,apartment,Villa Urquiza,35.0,3000.0,1.0
16440,apartment,Nuñez,35.0,3000.0,1.0
16441,apartment,Palermo,53.0,3152.64,2.0
16443,apartment,Palermo,41.0,2658.54,2.0
16444,apartment,Almagro,40.0,2595.0,1.0
16445,apartment,Palermo,82.0,4573.17,3.0
16447,apartment,Palermo,43.0,2604.65,2.0
16448,apartment,Almagro,87.0,1929.32,2.0
16449,apartment,Balvanera,31.0,2258.06,1.0
16450,apartment,Caballito,36.0,2166.67,1.0
16451,apartment,Recoleta,136.0,2492.65,4.0
16452,house,Mataderos,120.0,1250.0,3.0
16454,apartment,Palermo,40.0,2625.0,2.0
16455,apartment,Almagro,50.0,2400.0,2.0
16456,apartment,Nuñez,43.0,3011.63,2.0
16457,house,Caballito,155.0,1741.94,4.0
16458,apartment,Villa Luro,32.0,2343.75,1.0
16459,apartment,Palermo,39.0,2666.67,2.0
16460,apartment,Palermo,50.0,2950.0,2.0
16461,apartment,Saavedra,124.0,2169.35,3.0
16463,apartment,Villa Luro,38.0,2052.63,1.0
16464,apartment,Palermo,43.0,2604.65,2.0
16465,apartment,Saavedra,57.0,2982.46,1.0
16466,apartment,Nuñez,43.0,3255.81,2.0
16467,apartment,Saavedra,124.0,2169.35,3.0
16468,apartment,Barrio Norte,52.0,3057.69,2.0
16469,house,Villa Urquiza,115.0,2173.91,4.0
16470,apartment,Palermo,40.0,2625.0,2.0
16471,apartment,Belgrano,74.0,3445.95,1.0
16472,apartment,Villa Crespo,37.0,2432.43,1.0
